subject,targetphrase,initial_response,correct_words_initial,trial,target_number,rel_response,correct_words_rel,rep_acc,rep_acc_rel
LE06,amend estate approach,amend to state approach,2,42,3,,,inaccurate,
LE06,account for who could knock,account for who could knock,5,43,5,,,accurate,
LE06,pain can follow agents,pain can follow agents,4,44,4,,,accurate,
LE06,frame her seed to answer,frame her seat to answer,4,45,5,,,inaccurate,
LE06,round and bad for carpet,round and bad for carpet,5,46,5,,,accurate,
LE06,beside a sunken bat,beside a sunken bat,4,47,4,,,accurate,
LE06,mark a single ladder,mark a single letter,3,48,4,,,inaccurate,
LE06,and spoke behind her sin,it spoke behind her sin,4,49,5,,,inaccurate,
LE06,spackle enter broken,spackle enter broken,3,50,3,,,accurate,
LE06,thinking for the hearing,thinking for the hearing,4,51,4,,,accurate,
LE06,forget the joke below,forget the joke below,4,52,4,,,accurate,
LE06,listen final station,listen final station,3,53,3,,,accurate,
LE06,stable wrist and load it,stable wrist and loaded,4,54,5,,,inaccurate,
LE06,had eaten junk and train,x,0,55,5,,,inaccurate,
LE06,attend the trend success,attend the trend of success,4,56,4,,,accurate,
LE06,attack became concerned,attack became concerned,3,57,3,,,accurate,
LE06,transcend almost betrayed,transcend almost betrayed,3,58,3,,,accurate,
LE06,secure but lease apart,secure but least apart,3,59,4,,,inaccurate,
LE06,pooling pill or cattle,pulling pill or cattle,3,60,4,,,inaccurate,
LE06,resting older earring,resting older earring,3,61,3,,,accurate,
LE06,divide across retreat,divide across retreat,3,62,3,,,accurate,
LE06,perceive sustained supplies,perceive sustain supplies,3,63,3,,,accurate,
LE06,pick a chain for action,pick a chain for action,5,64,5,,,accurate,
LE06,commit such used advice,commit such used advice,4,65,4,,,accurate,
LE06,balance clamp and bottle,balance clamp and bottle,4,66,4,,,accurate,
LE06,rode the lamp for teasing,wrote the lamp for teasing,4,67,5,,,inaccurate,
LE06,unless escape can learn,unless escape can learn,4,68,4,,,accurate,
LE06,bush is chosen after,bush is chosen after,4,69,4,,,accurate,
LE06,cheap control in paper,cheap control in paper,4,70,4,,,accurate,
LE06,sinking rather tundra,sinking rather tundra,3,71,3,,,accurate,
LE06,done with finest handle,done with finest handle,4,72,4,,,accurate,
LE06,her owners arm the phone,her owners arm the phone,5,73,5,,,accurate,
LE06,define respect instead,define respect instead,3,74,3,,,accurate,
LE06,mode campaign for budget,mode campaign for budget,4,75,4,,,accurate,
LE06,increase a grade sedate,increase a grade sedate,4,76,4,,,accurate,
LE06,advance but sat appeal,advance but sat appeal,4,77,4,,,accurate,
LE06,darker painted baskets,darker painted baskets,3,78,3,,,accurate,
LE06,vital seats with wonder,vital seats with wonder,4,79,4,,,accurate,
LE06,cool the jar in private,cool the jar in private,5,80,5,,,accurate,
LE06,model sad and local,miles sad and local,3,81,4,,,inaccurate,
LE06,hold a page of fortune,hold a page of fortune,5,82,5,,,accurate,
LE06,afraid beneath demand,a fray beneath demand,2,83,3,,,inaccurate,
LE06,mate denotes a judgement,mate denotes a judgement,4,84,4,,,accurate,
LE06,measure fame with legal,measure fame with legal,4,85,4,,,accurate,
LE07,connect the beer device,connect the pier device,3,6,4,,,inaccurate,
LE07,award his drain away,a wart has drained away,2,7,4,,,inaccurate,
LE07,mistake delight for heat,mistake the light for heat,3,8,4,,,inaccurate,
LE07,rowing farther matters,rowing farther matters,3,9,3,,,accurate,
LE07,indeed a tax ascent,indeed attacks ascent,2,10,4,,,inaccurate,
LE07,or spent sincere aside,or spent sincere aside,4,11,4,,,accurate,
LE07,submit his cash report,submit his cash report,4,12,4,,,accurate,
LE07,assume to catch control,assumed a catch control,3,13,4,,,inaccurate,
LE07,butcher in the middle,richer in the middle,3,14,4,,,inaccurate,
LE07,avoid or beat command,avoid or beat command,4,15,4,,,accurate,
LE07,admit the gear beyond,admit the gear beyond,4,16,4,,,accurate,
LE07,may the same pursued it,may the same pursuit it,4,17,5,,,inaccurate,
LE07,rampant boasting captain,rampant bursting captain,2,18,3,,,inaccurate,
LE07,for coke a great defeat,for coke a great defeat,5,19,5,,,accurate,
LE07,technique but sent result,technique percent result,2,20,4,,,inaccurate,
LE07,unseen machines agree,unseen machine agrees,3,21,3,,,accurate,
LE07,career despite research,career despite research,3,22,3,,,accurate,
LE07,constant willing walker,constant willing walker,3,23,3,,,accurate,
LE07,push her equal culture,push her equal culture,4,24,4,,,accurate,
LE07,signal breakfast pilot,signal breakfast pilot,3,25,3,,,accurate,
LE07,confused but roared again,confused but roared again,4,26,4,,,accurate,
LE07,its harmful note abounds,it’s harmful notes abound,4,27,4,,,accurate,
LE07,remove and name for stake,remove a name for steak,4,28,5,,,inaccurate,
LE07,narrow seated member,narrow seated member,3,29,3,,,accurate,
LE07,appear to wait then turn,appear to wait then turn,5,30,5,,,accurate,
LE07,bolder ground from justice,boulder ran from justice,3,31,4,,,inaccurate,
LE07,target keeping season,target keep season,2,32,3,,,inaccurate,
LE07,seat for locking runners,seat for locking runners,4,33,4,,,accurate,
LE07,functions aim his acid,functions in his assets,2,34,4,,,inaccurate,
LE07,to sort but fear inside,to sort the fear inside,4,35,5,,,inaccurate,
LE07,rocking modern poster,rocking modern poster,3,36,3,,,accurate,
LE07,distant leaking basement,distant leaking basement,3,37,3,,,accurate,
LE07,kick a tad above them,kick a tad above them,5,38,5,,,accurate,
LE07,embark or take her sheet,embark or take her sheet,5,39,5,,,accurate,
LE07,address her meeting time,address her meeting time,4,40,4,,,accurate,
LE07,support with dock and cheer,support with dark and cheer,4,41,5,,,inaccurate,
LE07,amend estate approach,amend a state approach,2,42,3,,,inaccurate,
LE07,account for who could knock,account for who could knock,5,43,5,,,accurate,
LE07,pain can follow agents,pain can follow agents,4,44,4,,,accurate,
LE07,frame her seed to answer,frame her see answer,4,45,5,,,inaccurate,
LE07,round and bad for carpet,round and bad for carpet,5,46,5,,,accurate,
LE07,beside a sunken bat,beside a sunken bat,4,47,4,,,accurate,
LE07,mark a single ladder,mark a single ladder,4,48,4,,,accurate,
LE07,and spoke behind her sin,a spoke behind her sin,4,49,5,,,inaccurate,
LE07,spackle enter broken,spackle enter broken,3,50,3,,,accurate,
LE07,thinking for the hearing,thinking for the hearing,4,51,4,,,accurate,
LE07,forget the joke below,forget the joke below,4,52,4,,,accurate,
LE07,listen final station,listen final station,3,53,3,,,accurate,
LE07,stable wrist and load it,staple rest and loaded,2,54,5,,,inaccurate,
LE07,had eaten junk and train,half eaten junk in terrain,2,55,5,,,inaccurate,
LE07,attend the trend success,attend the trend of success,4,56,4,,,accurate,
LE07,attack became concerned,attack became concerned,3,57,3,,,accurate,
LE07,transcend almost betrayed,transcend almost betrayed,3,58,3,,,accurate,
LE07,secure but lease apart,secure release apart,2,59,4,,,inaccurate,
LE07,pooling pill or cattle,pooling pill or cattle,4,60,4,,,accurate,
LE07,resting older earring,resting older earring,3,61,3,,,accurate,
LE07,divide across retreat,divide across retreat,3,62,3,,,accurate,
LE07,perceive sustained supplies,perceive sustained supplies,3,63,3,,,accurate,
LE07,pick a chain for action,pick a chain for action,5,64,5,,,accurate,
LE07,commit such used advice,commit such used advice,4,65,4,,,accurate,
LE07,balance clamp and bottle,balance clam and bottle,3,66,4,,,inaccurate,
LE07,rode the lamp for teasing,road the lamp for teasing,4,67,5,,,inaccurate,
LE07,unless escape can learn,unless escape can learn,4,68,4,,,accurate,
LE07,bush is chosen after,bush is chosen after,4,69,4,,,accurate,
LE07,cheap control in paper,cheap control in paper,4,70,4,,,accurate,
LE07,sinking rather tundra,sinking rather tundra,3,71,3,,,accurate,
LE07,done with finest handle,done with finest handle,4,72,4,,,accurate,
LE07,her owners arm the phone,her owner arm the phone,5,73,5,,,accurate,
LE07,define respect instead,define respect instead,3,74,3,,,accurate,
LE07,mode campaign for budget,mode campaign for budget,4,75,4,,,accurate,
LE07,increase a grade sedate,increase a grade sedate,4,76,4,,,accurate,
LE07,advance but sat appeal,advance but sad appeal,3,77,4,,,inaccurate,
LE07,darker painted baskets,darker painted baskets,3,78,3,,,accurate,
LE07,vital seats with wonder,final seats with wonder,3,79,4,,,inaccurate,
LE07,cool the jar in private,cool the jar in private,5,80,5,,,accurate,
LE07,model sad and local,model sad and local,4,81,4,,,accurate,
LE07,hold a page of fortune,hold a page of fortune,5,82,5,,,accurate,
LE07,afraid beneath demand,afraid beneath demand,3,83,3,,,accurate,
LE07,mate denotes a judgement,make denotes a judgement,3,84,4,,,inaccurate,
LE07,measure fame with legal,measure fame with legal,4,85,4,,,accurate,
LE08,attack became concerned,my dad became concerned,2,6,3,,,inaccurate,
LE08,avoid or beat command,void or me command,2,7,4,,,inaccurate,
LE08,pain can follow agents,pain can follow agents,4,8,4,,,accurate,
LE08,define respect instead,define respect instead,3,9,3,,,accurate,
LE08,for coke a great defeat,fur coke great defeat,3,10,5,,,inaccurate,
LE08,had eaten junk and train,had eaten junk and train,5,11,5,,,accurate,
LE08,support with dock and cheer,support with dock and cheer,5,12,5,,,accurate,
LE08,or spent sincere aside,pour spent sincere aside,3,13,4,,,inaccurate,
LE08,vital seats with wonder,vital seats with wonder,4,14,4,,,accurate,
LE08,darker painted baskets,darker painted baskets,3,15,3,,,accurate,
LE08,appear to wait then turn,appear to wait then turn,5,16,5,,,accurate,
LE08,beside a sunken bat,beside a sunken bat,4,17,4,,,accurate,
LE08,forget the joke below,forget the joke below,4,18,4,,,accurate,
LE08,thinking for the hearing,thinking for the hearing,4,19,4,,,accurate,
LE08,rampant boasting captain,rampit mosing captain,1,20,3,,,inaccurate,
LE08,pick a chain for action,pick a chain for action,5,21,5,,,accurate,
LE08,its harmful note abounds,its harmful note abounds,4,22,4,,,accurate,
LE08,model sad and local,model sad and local,4,23,4,,,accurate,
LE08,bolder ground from justice,bolder ground from justice,4,24,4,,,accurate,
LE08,seat for locking runners,see for logging runners,2,25,4,,,inaccurate,
LE08,amend estate approach,amanda stayed approach,1,26,3,,,inaccurate,
LE08,afraid beneath demand,afraid beneath demand,3,27,3,,,accurate,
LE08,balance clamp and bottle,balance clamp and bottle,4,28,4,,,accurate,
LE08,perceive sustained supplies,perceive sustain supplies,3,29,3,,,accurate,
LE08,unseen machines agree,unseen machines agree,3,30,3,,,accurate,
LE08,attend the trend success,attend the trend success,4,31,4,,,accurate,
LE08,mark a single ladder,mark a single ladder,4,32,4,,,accurate,
LE08,transcend almost betrayed,transcend almost betrayed,3,33,3,,,accurate,
LE08,indeed a tax ascent,indeed a tax ascend,3,34,4,,,inaccurate,
LE08,career despite research,career despite research,3,35,3,,,accurate,
LE08,divide across retreat,divide across retreat,3,36,3,,,accurate,
LE08,resting older earring,resting older earring,3,37,3,,,accurate,
LE08,technique but sent result,technique but sent result,4,38,4,,,accurate,
LE08,connect the beer device,connect the beer device,4,39,4,,,accurate,
LE08,hold a page of fortune,hold that page a fortune,4,40,5,,,inaccurate,
LE08,rowing farther matters,rowing father matters,2,41,3,,,inaccurate,
LE08,narrow seated member,narrow seated member,3,42,3,,,accurate,
LE08,unless escape can learn,unless escape can learn,4,43,4,,,accurate,
LE08,increase a grade sedate,increase a great city,2,44,4,,,inaccurate,
LE08,target keeping season,target keeping season,3,45,3,,,accurate,
LE08,address her meeting time,address her meeting time,4,46,4,,,accurate,
LE08,bush is chosen after,bushes chosen after,3,47,4,,,inaccurate,
LE08,distant leaking basement,distant leaking basement,3,48,3,,,accurate,
LE08,and spoke behind her sin,and spoke behind her sin,5,49,5,,,accurate,
LE08,submit his cash report,submit his cash report,4,50,4,,,accurate,
LE08,done with finest handle,done with finest handle,4,51,4,,,accurate,
LE08,frame her seed to answer,frame her seat to answer,4,52,5,,,inaccurate,
LE08,admit the gear beyond,admit the gear beyond,4,53,4,,,accurate,
LE08,constant willing walker,constant willing walker,3,54,3,,,accurate,
LE08,sparkle enter broken,sparkle enter broken,3,55,3,,,accurate,
LE08,cheap control in paper,cheap control and paper,3,56,4,,,inaccurate,
LE08,remove and name for stake,remove a name for snake,3,57,5,,,inaccurate,
LE08,functions aim his acid,functions aim his acid,4,58,4,,,accurate,
LE08,pooling pill or cattle,pooling paler cattle,2,59,4,,,inaccurate,
LE08,signal breakfast pilot,single breakfast pilot,2,60,3,,,inaccurate,
LE08,kick a tad above them,kid a dad above them,3,61,5,,,inaccurate,
LE08,rode the lamp for teasing,road the lamb for teasing,3,62,5,,,inaccurate,
LE08,mode campaign for budget,mode campaign for budget,4,63,4,,,accurate,
LE08,listen final station,listen vina station,2,64,3,,,inaccurate,
LE08,rocking modern poster,rocking modern poster,3,65,3,,,accurate,
LE08,secure but lease apart,secure but lease apart,4,66,4,,,accurate,
LE08,round and bad for carpet,browned and bad for carpet,4,67,5,,,inaccurate,
LE08,her owners arm the phone,her owners arm the phone,5,68,5,,,accurate,
LE08,assume to catch control,assume to catch control,4,69,4,,,accurate,
LE08,mistake delight for heat,mistake delight for heat,4,70,4,,,accurate,
LE08,confused but roared again,confuse but roar again,4,71,4,,,accurate,
LE08,sinking rather tundra,seeking rather tundra,2,72,3,,,inaccurate,
LE08,mate denotes a judgement,may denote a judgement,3,73,4,,,inaccurate,
LE08,award his drain away,award has rain away,2,74,4,,,inaccurate,
LE08,account for who could knock,account for who could knock,5,75,5,,,accurate,
LE08,cool the jar in private,cool the jar in private,5,76,5,,,accurate,
LE08,may the same pursued it,may the same persuited,3,77,5,,,inaccurate,
LE08,embark or take her sheet,embark or take her sheet,5,78,5,,,accurate,
LE08,stable wrist and load it,stable wrist and loaded,4,79,5,,,inaccurate,
LE08,measure fame with legal,measure fame with legal,4,80,4,,,accurate,
